id,x_pos,y_pos,dist0,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,dist11,dist12,dist13,dist14,dist15,dist16,dist17,dist18,dist19,dist20,dist21,dist22,dist23,dist24,dist25,dist26,dist27,dist28,dist29,dist30,dist31,dist32,dist33,dist34,dist35,dist36,dist37,dist38,dist39,dist40,dist41,dist42,dist43,dist44,dist45,dist46,dist47,dist48,dist49,dist50,dist51,dist52,dist53,dist54,dist55,dist56,dist57,dist58,dist59,dist60,dist61,dist62,dist63,dist64,dist65,dist66,dist67,dist68,dist69,dist70,dist71,dist72,dist73,dist74,dist75,dist76,dist77,dist78,dist79,dist80,dist81,dist82,dist83,dist84,dist85,dist86,dist87,dist88,dist89,dist90,dist91,dist92,dist93,dist94,dist95,dist96,dist97,dist98,dist99,dist100,dist101,dist102,dist103,dist104,dist105,dist106,dist107,dist108,dist109,dist110,dist111,dist112,dist113,dist114,dist115,dist116,dist117,dist118,dist119,dist120,dist121,dist122,dist123,dist124,dist125,dist126,dist127,dist128,dist129,dist130,dist131,dist132,dist133,dist134,dist135,dist136,dist137,dist138,dist139,dist140,dist141,dist142,dist143,dist144,dist145,dist146,dist147,dist148,dist149,dist150,dist151,dist152,dist153,dist154,dist155,dist156,dist157,dist158,dist159,dist160,dist161,dist162,dist163,dist164,dist165,dist166,dist167,dist168,dist169,dist170,dist171,dist172,dist173,dist174,dist175,dist176,dist177,dist178,dist179,dist180,dist181,dist182,dist183,dist184,dist185,dist186,dist187,dist188,dist189,dist190,dist191,dist192,dist193,dist194,dist195,dist196,dist197,dist198,dist199,dist200,dist201,dist202,dist203,dist204,dist205,dist206,dist207,dist208,dist209,dist210,dist211,dist212,dist213,dist214,dist215,dist216,dist217,dist218,dist219,dist220,dist221,dist222,dist223,dist224,dist225,dist226,dist227,dist228,dist229,dist230,dist231,dist232,dist233,dist234,dist235,dist236,dist237,dist238,dist239,dist240,dist241,dist242,dist243,dist244,dist245,dist246,dist247,dist248,dist249,dist250,dist251,dist252,dist253,dist254,dist255,dist256,dist257,dist258,dist259,dist260,dist261,dist262,dist263,dist264,dist265,dist266,dist267,dist268,dist269,dist270,dist271,dist272,dist273,dist274,dist275,dist276,dist277,dist278,dist279,dist280,dist281,dist282,dist283,dist284,dist285,dist286,dist287,dist288,dist289,dist290,dist291,dist292,dist293,dist294,dist295,dist296,dist297,dist298,dist299
55,55,316,16,28,47,43,96,90,79,8,85,3,70,95,42,5,27,56,14,44,0,28,18,43,53,67,56,37,16,8,77,14,2,82,88,19,0,51,76,38,19,31,50,28,44,11,41,90,3,42,40,90,97,52,20,55,4,0,29,27,53,50,49,9,83,67,97,73,64,18,65,23,26,25,43,46,92,49,47,80,56,27,51,41,65,36,77,57,27,63,39,52,46,86,40,61,76,14,80,3,95,50,43,14,14,17,39,76,23,71,57,89,18,80,30,89,90,1,55,86,35,41,21,7,85,52,72,29,4,86,53,3,8,51,45,84,14,16,34,22,52,71,30,9,65,66,49,22,25,83,89,80,34,19,10,48,45,60,75,90,100,65,74,22,92,100,59,94,37,6,53,69,16,56,19,20,54,56,4,83,37,9,16,62,37,69,41,51,3,70,84,44,66,71,40,73,20,42,61,77,8,43,30,61,32,0,36,63,98,40,99,88,5,30,52,59,8,10,87,98,68,22,60,86,13,9,10,74,81,93,34,27,32,96,60,12,24,58,74,58,67,67,50,23,39,85,45,8,7,46,67,61,13,23,79,5,88,56,80,3,11,41,56,73,26,78,7,33,68,81,92,55,81,73,43,61,13,34,52,24,86,72,38,70,100,91,18,39,61,16,95,100,33,83,82,0,62,67,43,59,20,3
56,314,454,15,18,11,9,18,60,7,35,1,60,6,71,67,36,65,88,11,74,19,22,17,25,99,8,80,53,93,5,89,21,9,14,98,10,40,81,9,99,27,3,80,13,42,96,9,16,17,84,64,8,82,49,1,15,86,29,0,47,24,12,29,49,30,14,1,85,22,55,94,99,45,69,49,63,12,77,28,79,83,93,14,75,49,57,80,6,49,69,20,71,80,5,20,31,13,35,74,25,27,99,30,24,4,60,15,18,94,59,72,80,48,89,35,6,68,78,14,29,24,26,10,56,72,48,5,97,63,61,15,30,48,87,67,11,12,75,29,98,47,70,5,59,10,27,84,66,75,42,88,51,84,80,61,67,90,6,35,88,7,50,22,63,11,13,50,50,40,38,30,31,98,21,25,11,81,100,61,2,81,76,8,16,84,20,99,97,90,12,0,47,33,23,4,79,96,47,29,59,41,94,40,44,63,78,84,18,7,58,35,61,15,37,67,66,49,28,84,4,99,72,10,82,56,15,74,72,64,78,1,70,82,17,29,55,30,36,91,72,99,22,71,59,44,53,4,99,21,71,20,29,41,57,24,93,38,11,20,86,8,33,33,54,44,25,43,0,0,79,27,66,20,43,18,61,63,88,14,97,50,9,19,9,21,29,23,60,57,77,78,76,34,53,94,20,83,82,30,35,78,24
57,392,518,21,13,7,64,54,34,38,38,79,89,80,43,40,58,72,97,9,13,37,31,10,30,59,100,33,78,99,90,73,84,88,38,85,99,83,45,77,27,30,31,68,45,45,66,39,49,81,17,97,16,84,52,57,45,57,27,47,0,38,11,51,97,51,96,66,73,94,85,46,64,69,83,61,14,54,95,37,12,87,28,79,92,54,28,0,38,3,78,89,80,64,34,47,77,99,4,83,66,20,30,97,99,1,6,23,62,92,29,23,58,15,39,69,19,24,72,97,49,68,38,13,75,58,82,27,33,22,17,12,5,35,5,37,8,17,67,86,74,52,71,32,64,45,50,45,97,6,35,58,45,91,40,29,13,56,35,39,93,26,84,66,78,53,88,69,65,48,81,94,49,85,48,26,77,76,56,70,42,62,10,32,82,94,11,70,38,90,58,34,93,36,95,94,89,64,32,79,94,9,41,76,79,16,44,13,45,98,57,30,50,10,37,81,97,49,77,50,19,19,48,60,62,13,59,26,60,63,16,58,89,49,94,27,19,70,75,42,7,26,97,73,35,79,35,50,94,57,42,13,10,78,63,90,70,9,45,51,43,43,58,39,32,23,72,7,27,85,3,6,11,85,74,29,20,43,49,84,82,48,85,55,74,11,99,91,90,61,40,68,57,100,20,5,20,13,94,35,24,81,40
58,69,418,16,13,34,85,11,83,24,15,25,33,14,74,30,86,82,24,1,29,46,38,6,90,66,27,58,24,35,46,43,43,79,7,86,71,30,71,21,21,29,86,89,41,96,50,53,97,79,8,58,88,80,78,56,66,64,53,24,38,0,90,87,61,36,78,55,68,76,37,87,37,54,20,87,56,91,42,13,38,94,68,10,91,18,10,59,35,73,0,76,44,47,58,24,22,88,34,18,65,76,81,84,91,53,54,83,50,99,71,23,45,99,75,11,37,48,32,25,91,9,36,10,29,39,5,95,97,41,26,79,59,58,29,81,7,84,48,28,89,3,48,31,51,96,51,36,42,98,51,21,43,36,1,56,24,52,85,59,69,20,3,44,0,87,2,81,67,82,36,62,30,65,31,55,43,75,27,50,97,52,91,3,27,26,30,56,11,16,20,41,53,31,22,88,24,28,40,39,53,65,52,41,83,32,70,8,41,83,24,26,17,71,87,85,60,66,5,63,79,35,26,33,79,29,22,87,49,87,76,16,99,15,84,62,65,92,10,87,82,49,11,53,27,5,50,92,9,44,16,66,57,21,13,55,94,85,90,0,7,31,90,75,55,16,21,72,16,61,94,43,18,50,89,55,61,94,67,26,60,42,92,96,52,40,54,21,89,61,77,97,91,19,14,31,100,38,69,50,100,87,13
59,437,95,68,35,74,47,98,26,4,19,22,23,11,93,26,58,69,62,15,34,54,61,45,25,65,62,49,97,90,15,72,26,78,88,54,29,17,8,0,26,52,72,66,66,99,4,40,65,34,26,79,85,3,22,35,6,100,50,12,11,90,0,60,39,37,16,80,39,6,13,43,84,83,0,87,69,66,60,95,25,93,100,24,48,54,39,17,89,78,26,76,58,100,19,28,8,13,73,76,37,25,47,64,87,14,29,83,22,65,33,31,3,6,91,34,23,10,16,92,97,39,71,1,53,1,20,95,50,16,0,5,1,88,55,21,13,50,8,59,55,40,6,87,5,86,3,17,34,21,54,35,0,28,41,71,47,44,23,53,32,4,44,90,43,25,46,50,31,87,33,31,68,95,8,57,57,93,66,90,36,4,37,47,87,57,94,86,94,4,37,9,57,0,75,91,83,38,78,57,33,49,15,48,82,6,61,20,87,98,76,72,35,17,43,81,56,22,48,96,65,3,2,23,59,98,38,20,30,5,0,57,87,38,47,6,93,71,33,82,55,53,45,7,95,40,65,68,79,97,70,86,47,28,18,57,93,8,60,16,100,66,18,42,97,18,24,98,97,65,63,89,38,72,94,29,50,0,81,1,33,82,0,56,24,64,98,1,98,28,47,83,54,80,44,9,58,8,94,60,23,11,3
60,489,224,42,21,83,48,41,90,86,26,14,91,40,23,5,73,20,90,43,70,56,0,47,28,61,99,92,26,63,25,53,38,47,59,48,57,29,62,50,74,59,53,32,51,78,37,84,35,2,16,85,82,23,23,100,57,39,49,29,51,87,60,0,64,22,5,42,89,86,47,74,20,47,12,56,22,2,50,58,85,30,24,31,26,69,34,58,26,63,29,47,71,82,6,52,97,73,44,17,3,91,65,47,46,59,75,54,63,56,14,38,94,28,4,98,37,7,30,10,80,50,27,20,20,39,66,94,71,66,21,15,66,71,3,36,22,42,30,89,90,18,12,15,96,61,91,46,90,21,59,13,32,98,28,79,65,32,80,58,79,94,98,79,52,39,82,93,88,79,90,18,81,28,12,25,28,96,68,83,28,74,97,86,88,48,87,75,5,41,75,96,88,30,96,85,9,25,33,46,58,43,65,89,76,57,26,83,93,30,99,11,92,10,45,72,94,55,62,86,38,39,43,71,39,85,67,73,7,76,42,66,65,61,62,46,88,43,6,76,59,28,75,69,43,89,8,99,72,20,49,8,24,85,32,62,26,69,7,16,78,83,6,57,13,6,44,12,35,92,4,40,41,74,100,17,52,1,29,36,10,51,50,3,20,84,9,2,29,99,2,75,17,57,64,11,76,72,70,6,3,37,81
61,273,231,60,32,35,56,24,82,56,85,27,43,39,89,12,47,56,47,63,29,74,62,38,94,99,24,96,5,19,77,69,54,2,77,63,72,91,13,87,22,48,80,81,37,40,32,59,11,89,84,63,58,50,70,0,34,31,9,49,97,61,39,64,0,21,68,22,53,100,63,27,66,58,41,29,56,80,57,91,94,2,23,39,52,9,19,69,91,85,48,97,26,23,80,98,37,95,78,27,63,3,89,75,69,87,48,10,16,9,59,66,43,16,30,73,33,48,19,26,60,20,79,49,36,94,61,13,91,92,3,47,72,25,36,71,30,47,16,77,60,38,82,49,72,92,71,79,45,3,18,26,90,98,66,84,5,57,2,35,94,51,45,16,3,72,33,43,6,100,53,1,47,66,60,16,24,40,10,68,73,80,45,52,69,70,64,64,5,36,97,36,64,14,50,81,64,45,43,49,64,74,84,78,91,12,59,88,0,91,95,91,58,44,65,94,66,64,23,86,17,28,71,1,1,27,59,75,90,26,48,67,62,45,14,68,28,48,65,63,26,18,99,72,46,23,61,93,37,33,83,27,54,50,0,80,38,77,46,84,80,31,80,66,85,15,21,76,11,99,76,27,99,2,54,8,59,53,84,74,57,37,23,49,19,51,76,52,81,85,15,14,75,73,42,25,27,38,100,92,19,51,40
62,213,216,25,71,57,42,15,31,77,62,5,68,53,41,1,53,7,85,68,40,73,61,8,58,58,61,71,46,86,24,96,61,45,48,86,64,24,85,72,41,82,20,2,61,27,5,75,94,42,20,83,36,79,43,51,70,36,83,30,51,36,37,22,21,0,41,85,78,31,30,98,29,65,16,16,8,90,19,45,43,40,84,75,16,100,92,5,39,65,69,67,11,39,45,88,55,27,25,61,83,51,6,3,78,75,98,20,83,26,17,54,3,60,75,95,79,49,62,75,63,11,60,83,52,82,98,3,96,85,56,77,59,39,83,90,62,3,59,59,46,3,86,62,15,48,41,15,34,77,37,25,52,76,95,58,25,93,88,87,38,37,65,6,92,6,40,60,89,0,68,36,43,18,62,85,24,90,64,5,98,16,61,29,43,50,70,23,91,5,55,22,97,62,18,63,31,8,51,77,38,33,83,87,74,96,1,23,77,27,26,78,7,79,6,58,21,45,38,60,51,35,45,0,14,54,45,100,70,75,15,12,69,9,17,8,28,6,52,36,94,68,80,33,9,43,62,21,44,90,93,18,8,55,81,72,62,71,39,8,11,91,93,61,22,100,62,92,85,8,5,3,64,74,68,84,92,22,19,63,70,32,11,54,15,90,54,57,84,57,62,36,85,51,47,41,93,92,79,37,69,87,60
63,129,432,13,15,78,63,72,11,30,55,34,53,77,78,90,38,58,86,23,25,8,95,45,48,71,1,67,98,60,97,52,56,53,5,83,80,90,60,57,41,87,94,36,6,80,5,85,14,9,81,8,43,43,41,91,16,4,67,14,96,78,16,5,68,41,0,25,48,23,6,80,50,75,98,3,13,88,53,6,36,39,65,68,82,22,0,48,31,4,67,45,9,46,18,87,33,41,66,55,18,67,86,99,12,42,84,63,58,19,79,0,59,17,8,59,98,43,72,91,16,72,85,29,55,24,14,0,34,94,7,10,67,18,65,65,62,92,40,31,25,60,96,69,88,7,86,65,30,3,76,73,68,44,89,4,21,82,28,49,94,53,22,41,8,25,56,77,7,74,99,47,1,78,64,41,86,45,54,91,58,13,62,73,62,95,19,59,11,96,59,97,43,93,82,71,32,67,34,48,35,33,17,61,80,46,46,89,72,15,63,61,8,37,93,17,65,63,88,55,36,65,62,31,88,12,75,82,99,83,90,91,96,24,68,72,82,54,4,9,7,68,2,53,21,79,23,59,71,90,87,26,89,94,77,66,76,52,52,20,31,75,9,70,83,83,64,75,4,78,65,78,60,3,31,9,78,19,2,63,94,33,44,33,92,69,29,88,89,53,63,84,23,41,7,88,87,13,63,53,14,17,86
64,231,221,90,10,35,65,9,97,66,97,46,12,17,76,38,81,3,60,22,72,69,75,78,58,28,88,54,74,43,55,62,34,2,73,49,56,33,68,78,55,3,36,67,20,20,5,15,97,69,62,46,58,51,34,11,20,88,97,1,66,55,80,42,22,85,25,0,92,53,9,49,30,21,32,54,27,68,14,29,17,82,48,4,5,71,65,62,82,94,30,18,39,13,74,34,56,97,81,1,15,30,45,25,32,19,29,20,81,60,32,33,16,100,18,33,90,0,97,55,98,12,37,53,43,52,13,22,66,46,50,67,65,1,50,12,22,57,32,0,50,62,68,59,67,30,81,29,84,14,49,66,52,43,98,16,58,19,50,0,69,13,95,73,49,100,18,91,36,36,72,35,14,87,92,85,85,36,23,99,58,2,8,3,83,34,47,67,34,95,76,59,21,23,31,28,12,90,24,48,79,73,69,32,39,94,90,32,44,47,75,48,78,36,67,9,85,90,80,12,25,75,56,7,72,80,39,81,71,0,83,94,92,50,1,2,1,70,60,19,32,48,51,85,83,59,0,15,66,48,59,50,43,10,83,56,6,74,33,99,28,30,19,14,94,50,26,96,24,9,44,2,47,97,12,29,41,100,48,24,70,23,68,28,35,84,53,92,46,67,47,18,74,71,60,6,98,60,64,74,76,25,78
65,355,334,14,100,33,65,80,8,12,35,2,67,64,68,89,32,77,47,7,41,49,82,70,92,90,87,62,51,98,95,63,89,69,13,77,71,9,37,66,89,52,40,88,1,94,48,35,82,18,29,15,53,73,33,83,2,1,73,85,73,68,39,89,53,78,48,92,0,5,55,79,32,66,45,5,15,74,81,100,80,72,57,31,49,26,45,88,69,40,20,53,49,77,98,97,88,53,65,51,43,62,79,53,61,57,15,93,99,49,31,51,20,57,90,59,48,36,1,74,72,35,77,89,21,41,90,79,59,33,6,52,92,18,57,14,8,82,84,13,2,85,35,9,84,2,27,61,31,6,53,79,55,46,70,79,45,5,26,78,2,41,84,74,44,55,10,55,82,14,68,68,80,17,46,11,54,99,19,93,68,91,61,35,19,52,44,14,79,59,69,100,16,29,88,56,94,76,7,10,57,29,81,23,36,30,43,61,1,36,35,87,51,6,13,98,94,21,95,56,28,55,0,68,30,36,59,88,92,91,30,63,68,65,13,99,43,80,27,37,9,15,70,42,79,3,99,8,80,45,82,2,57,48,64,2,28,48,12,97,26,7,81,64,86,34,52,69,4,84,45,63,58,89,69,77,64,50,20,14,53,87,49,49,17,55,88,35,33,11,17,53,46,99,33,95,80,46,31,38,89,97,14
66,102,207,5,53,57,74,61,44,9,41,99,96,18,32,81,79,48,7,78,74,58,76,59,42,31,96,4,91,56,83,90,1,88,73,72,85,61,31,74,21,32,13,24,48,98,85,40,90,80,11,98,6,80,13,4,56,67,64,22,94,76,6,86,100,31,23,53,5,0,10,43,14,60,10,29,31,34,98,34,55,98,62,13,74,15,47,35,59,99,86,58,79,6,40,52,37,57,86,23,40,17,56,66,76,98,37,16,93,22,53,45,22,85,1,98,88,41,9,52,37,11,21,93,15,31,76,26,7,56,12,56,17,72,77,88,28,31,7,22,86,29,62,70,51,87,81,26,6,98,39,93,55,42,61,84,5,33,95,97,43,18,53,37,60,68,69,69,48,94,93,99,37,50,56,71,29,53,18,2,82,99,23,60,21,79,51,10,51,77,82,90,13,79,3,52,61,64,77,81,52,50,91,49,28,55,8,9,88,31,32,29,44,2,98,71,19,58,75,88,42,91,43,38,100,25,98,98,98,13,27,72,92,22,58,11,46,38,38,41,73,61,46,21,96,38,60,59,89,38,4,72,75,95,80,25,41,70,21,51,96,48,0,88,50,99,36,42,13,20,63,18,62,98,29,72,32,59,64,13,60,47,38,100,65,84,9,76,36,71,34,31,49,80,79,37,9,1,5,98,73,85,100
67,210,282,99,83,11,96,29,48,63,85,95,19,75,35,16,42,80,83,79,48,21,67,88,56,96,99,6,27,1,89,10,84,51,0,30,48,18,84,0,0,9,66,1,64,89,94,58,9,80,22,4,36,16,87,10,32,65,18,55,85,37,13,47,63,30,6,9,55,10,0,77,91,71,74,9,63,16,90,69,100,42,54,97,49,85,79,31,54,88,93,67,35,7,8,29,24,90,15,35,35,33,79,55,77,4,29,66,80,68,52,39,14,72,91,5,50,96,66,45,46,35,67,82,73,97,14,33,6,68,40,32,74,74,98,59,89,97,96,70,32,56,65,48,91,4,22,80,58,68,26,45,75,68,34,14,64,22,94,81,78,14,19,71,30,6,60,10,77,73,14,71,92,17,27,4,69,35,31,78,76,49,55,76,50,6,25,20,62,4,8,91,80,0,62,47,71,8,46,100,11,39,21,42,28,32,87,57,29,23,85,30,78,59,80,11,71,47,99,68,67,78,14,63,37,48,34,82,17,2,7,10,84,39,38,68,54,55,81,34,94,61,6,50,93,16,42,68,13,90,49,100,34,13,25,90,47,49,19,38,93,10,38,79,59,99,95,87,73,60,40,90,76,31,28,77,41,38,47,32,47,25,2,38,74,61,16,40,33,15,62,53,75,43,92,72,46,47,78,14,8,15,3
68,150,519,76,74,22,77,65,81,54,39,66,75,27,18,54,54,98,7,93,15,18,27,8,43,96,46,67,91,49,99,57,32,75,29,89,44,2,72,100,5,84,27,99,55,23,6,38,12,56,86,28,63,70,66,97,14,45,65,94,46,87,43,74,27,98,80,49,79,43,77,0,91,74,18,98,97,50,64,18,67,72,27,3,99,10,30,10,19,55,95,1,53,11,63,77,38,82,37,16,52,4,9,78,37,31,80,82,76,21,80,1,18,36,41,73,13,5,36,84,87,23,12,43,8,19,47,20,68,70,4,21,49,5,73,21,13,11,78,44,80,58,82,26,53,63,7,7,83,86,7,69,96,1,8,65,71,21,96,81,43,79,61,82,80,78,55,75,47,22,97,20,13,3,68,82,4,73,48,29,37,49,48,50,44,32,49,12,94,15,98,13,26,89,50,54,88,84,32,67,97,21,76,49,60,24,54,30,70,42,68,87,80,32,57,41,30,11,13,100,49,92,63,5,95,33,20,52,32,23,28,97,63,76,82,81,43,93,29,2,59,13,49,45,46,74,16,68,17,32,8,56,30,98,5,80,86,6,75,38,82,28,52,37,71,98,62,62,88,53,22,40,73,89,96,89,11,40,25,18,3,64,99,11,59,57,52,98,90,63,38,45,9,55,56,73,5,71,27,84,3,48,50
69,511,143,13,37,32,19,96,49,28,98,81,14,60,64,69,25,14,94,75,50,91,41,80,50,97,16,54,57,37,58,65,80,90,86,66,85,27,66,63,77,23,89,97,26,59,69,24,56,90,0,9,40,10,85,91,30,5,23,99,64,37,84,20,66,29,50,30,32,14,91,91,0,86,50,56,28,35,34,22,79,11,98,96,39,59,51,12,85,36,40,83,61,98,70,8,84,93,17,32,90,14,45,1,32,38,70,33,6,41,66,96,81,2,86,12,28,15,13,36,79,44,83,63,23,52,94,80,93,25,72,64,49,52,79,15,79,45,17,69,35,51,77,25,88,24,5,3,61,27,35,47,84,83,51,35,65,69,8,63,1,79,15,26,76,27,39,61,94,95,4,66,74,90,60,21,42,98,24,29,3,99,36,96,88,24,49,64,86,56,18,82,9,41,86,61,6,43,36,20,65,47,52,72,39,46,49,68,100,34,0,75,91,71,70,5,1,43,0,100,92,13,58,83,84,23,84,89,3,90,99,36,57,52,1,29,44,47,55,77,66,47,24,11,56,93,51,72,12,15,13,94,5,35,46,62,26,39,42,53,24,58,79,26,20,87,75,35,30,22,21,71,0,4,0,92,97,65,66,96,73,9,24,62,14,37,70,19,93,5,71,2,25,64,35,4,64,31,29,93,65,12,74
70,103,442,76,1,83,43,1,78,15,36,24,52,48,41,5,98,77,59,67,93,88,68,92,67,89,49,63,6,50,57,37,8,28,52,65,6,16,61,79,28,10,33,16,97,89,45,81,13,20,53,90,36,1,24,22,77,1,26,45,69,54,83,47,58,65,75,21,66,60,71,74,86,0,3,42,6,89,4,38,98,93,38,20,35,94,87,61,21,30,22,83,94,39,57,98,64,41,6,66,33,67,10,93,47,10,94,73,13,92,55,75,86,10,79,39,33,26,72,82,94,94,47,66,75,54,36,11,85,88,100,23,0,25,67,54,26,34,82,93,89,37,82,20,58,73,29,34,24,59,95,38,87,70,61,60,68,64,37,93,15,25,36,40,77,94,72,52,86,94,54,78,97,9,94,35,85,83,92,2,46,99,74,55,29,39,52,93,100,17,32,71,1,89,92,46,2,69,56,30,19,40,9,46,48,76,72,41,6,64,51,4,78,4,62,14,90,7,37,78,62,17,41,43,73,86,23,1,78,48,57,26,65,45,13,57,3,86,21,66,16,22,62,77,74,100,29,3,6,66,80,25,53,93,2,64,83,24,74,66,60,30,99,36,78,52,27,44,41,10,75,45,94,66,75,14,42,58,19,11,2,68,19,100,22,19,40,96,10,40,81,44,9,57,54,40,82,14,5,51,46,23,81
71,273,393,36,21,0,78,95,1,30,68,96,24,49,60,65,64,84,76,55,93,21,4,4,9,74,4,18,8,20,95,21,30,63,75,100,86,89,54,64,65,0,47,50,68,91,44,25,31,34,46,88,27,31,98,21,64,81,25,69,83,20,0,12,41,16,98,32,45,10,74,18,50,3,0,15,35,21,5,36,65,19,53,77,40,30,54,40,90,68,52,15,55,1,64,55,9,11,8,83,67,36,0,49,46,100,44,69,9,50,57,28,77,26,56,1,15,37,79,85,13,45,53,24,37,68,72,11,63,56,42,10,85,77,56,27,61,31,57,43,3,38,34,78,2,50,9,25,14,76,43,73,22,18,0,81,31,55,79,26,6,11,11,21,41,58,63,70,72,33,94,99,53,100,7,56,64,71,66,97,70,29,99,53,68,93,72,49,60,11,91,15,80,21,20,100,26,63,39,28,15,77,9,58,62,43,76,79,58,14,10,2,62,38,64,14,54,20,60,70,58,10,51,80,36,2,10,59,26,88,7,88,61,37,4,24,9,21,1,29,4,26,32,33,23,15,21,92,83,100,8,62,69,21,58,42,93,97,29,26,19,74,71,96,53,20,92,90,33,94,86,34,25,1,9,57,77,90,40,21,2,51,85,23,11,61,35,0,93,54,70,42,71,6,81,40,67,41,78,84,60,100,49
72,90,164,83,32,51,39,21,14,82,51,51,90,41,32,74,50,85,0,34,22,62,17,37,43,28,57,94,77,59,59,83,64,46,46,50,35,3,21,48,32,70,5,93,32,19,54,57,45,84,0,49,26,39,21,17,54,66,43,49,61,87,87,56,29,16,3,54,5,29,9,98,56,42,15,0,53,91,70,11,33,12,37,13,19,61,89,13,78,63,72,63,37,54,81,63,47,13,39,70,59,12,48,78,48,18,8,18,38,76,18,54,91,65,14,54,55,79,84,90,63,23,90,63,63,80,5,93,81,71,19,45,68,39,61,83,59,95,79,29,5,68,60,1,85,69,35,4,87,88,65,84,57,62,72,10,7,28,49,7,4,28,40,5,79,24,21,10,47,16,89,19,92,100,69,6,55,99,61,5,91,94,60,18,15,68,81,9,45,81,22,50,72,14,35,67,22,12,42,6,15,31,4,6,38,55,44,42,67,12,68,8,47,8,68,28,83,81,63,8,2,6,59,33,76,22,27,72,56,5,72,69,5,17,47,32,45,31,88,49,36,1,44,52,12,68,16,97,86,41,63,42,74,1,6,17,32,60,95,79,28,23,0,62,8,72,68,12,9,25,53,90,29,59,46,80,10,69,14,27,67,8,59,93,12,45,77,81,61,36,48,30,22,12,22,3,32,75,35,88,87,28,48
73,45,501,37,19,61,53,50,95,88,45,58,83,32,15,45,88,9,97,5,63,59,100,70,25,49,6,58,78,5,33,54,44,6,60,96,72,9,95,96,36,23,95,16,2,70,65,4,12,23,5,78,95,57,74,30,18,28,46,63,14,56,69,22,56,8,13,27,15,31,63,97,28,6,35,53,0,38,18,48,86,92,12,59,18,79,74,100,47,23,55,64,35,53,20,29,58,94,12,46,98,42,93,71,74,63,48,20,30,89,52,56,51,95,72,34,89,65,98,54,87,94,67,24,40,76,13,11,86,53,35,45,56,25,63,86,3,94,88,4,65,88,9,21,18,0,36,93,69,85,93,85,98,76,84,41,73,58,14,28,99,20,41,65,60,28,62,52,55,77,66,24,2,64,87,0,69,73,67,48,27,84,24,67,15,77,27,41,98,69,78,90,17,28,25,82,41,23,0,48,11,100,21,98,12,44,61,27,83,76,71,97,13,74,0,72,42,69,74,1,70,19,49,31,80,93,78,99,13,37,7,69,100,44,24,0,66,65,54,34,41,25,26,18,67,23,6,31,61,64,69,17,37,12,72,85,11,7,25,20,49,35,77,7,12,94,75,4,48,19,96,77,65,72,14,18,38,51,97,74,89,47,43,22,33,13,22,72,24,54,25,57,92,41,64,20,55,21,12,69,88,15,32
74,316,9,83,22,3,18,19,12,31,18,77,44,85,41,80,48,18,42,88,24,51,59,69,10,41,12,51,72,36,72,28,73,37,84,17,67,59,22,11,33,54,29,90,41,36,83,28,32,40,81,75,78,69,32,55,73,85,92,12,54,91,66,2,80,90,88,68,74,34,16,50,35,89,21,91,38,0,14,17,60,95,55,27,67,42,2,66,61,6,99,12,22,32,81,18,22,40,88,93,53,24,19,54,72,29,48,12,90,56,59,27,55,31,22,40,64,36,60,85,36,20,79,94,33,23,15,98,32,98,10,32,51,95,89,78,57,52,16,46,65,86,40,52,27,43,76,100,12,52,12,58,100,77,87,9,48,87,16,61,47,12,24,19,85,37,54,26,82,29,100,44,33,39,20,97,24,18,98,74,44,71,33,32,64,2,23,8,25,52,7,92,18,19,23,14,85,56,94,62,38,40,89,20,83,51,42,43,96,34,0,13,57,80,10,27,92,55,97,57,23,66,14,15,59,33,93,41,95,23,38,45,34,12,92,25,47,4,57,17,25,67,84,34,28,43,98,39,78,41,57,34,58,15,97,97,77,56,95,49,57,54,23,37,96,100,24,71,40,64,93,20,87,26,42,50,68,7,55,13,61,93,95,2,40,50,88,23,63,58,78,40,75,42,81,25,16,56,80,98,86,42,55
75,538,498,58,98,27,9,39,4,8,76,5,62,30,27,89,34,53,39,36,38,10,95,48,67,72,46,55,21,62,90,72,62,42,57,30,83,53,94,2,19,36,8,34,83,6,20,95,12,61,77,52,92,76,5,77,98,10,49,77,95,42,60,50,57,19,53,14,81,98,90,64,34,4,5,70,18,14,0,98,79,42,40,61,40,63,49,18,30,85,9,65,96,71,13,34,81,30,57,35,63,41,12,71,63,68,67,54,45,93,24,63,17,30,52,69,44,47,60,59,44,37,91,0,83,61,51,68,81,28,55,58,99,26,0,20,87,11,90,8,6,94,14,100,57,52,73,49,41,38,70,38,15,60,43,16,92,44,5,59,14,40,81,53,85,19,17,26,3,80,18,23,100,97,82,74,55,50,81,46,4,33,59,29,8,79,34,32,68,86,27,39,60,27,2,25,53,81,30,9,16,12,82,90,5,34,43,9,42,29,86,81,18,25,35,94,89,58,26,20,72,100,40,4,45,37,39,66,57,80,49,19,92,47,69,95,45,87,32,87,28,53,58,96,68,97,83,98,1,97,87,94,20,73,5,74,1,80,54,22,35,60,8,81,93,41,62,99,94,71,37,54,7,15,92,4,65,65,8,81,37,5,42,76,38,87,18,2,85,11,42,23,72,39,46,97,34,4,16,91,38,88,37
